# ----------------------------------------
# view1
# User Network data
# 20120514-20211112
# ----------------------------------------

Page Title,Service Provider,City,Date,User Type,Avg. Session Duration,Social Actions,Bounce Rate
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,(not set),Santa Clara,20200411,New Visitor,00:00:00,0,66.67%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,(not set),Chicago,20201226,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,(not set),Chicago,20201227,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,(not set),Chicago,20210104,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,(not set),Chicago,20210111,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,(not set),Chicago,20210118,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,(not set),Chicago,20210123,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,(not set),Chicago,20210129,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,(not set),Chicago,20210131,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,(not set),Chicago,20210203,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,(not set),Chicago,20210205,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,(not set),Chicago,20210209,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,(not set),Chicago,20210225,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,(not set),Chicago,20210227,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,(not set),Chicago,20210302,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,(not set),Chicago,20210303,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,(not set),Chicago,20210304,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,(not set),Chicago,20210306,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,(not set),Chicago,20210307,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,(not set),Chicago,20210310,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,(not set),Chicago,20210311,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,(not set),Chicago,20210312,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,(not set),Chicago,20210411,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,(not set),Chicago,20210412,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,(not set),Chicago,20210414,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,(not set),Chicago,20210415,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,(not set),Chicago,20210425,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,(not set),Chicago,20210511,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,(not set),Chicago,20210608,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,(not set),Chicago,20210609,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,(not set),Chicago,20210610,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,(not set),Sana'a,20201106,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,(not set),Johannesburg,20200922,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,(not set),Secunderabad,20200925,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,(not set),Nashik,20201021,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,(not set),Navi Mumbai,20210120,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,(not set),Santa Rosa,20200906,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,(not set),Sahiwal,20201026,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,(not set),Sri Jayawardenepura Kotte,20200713,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,(not set),Kodungallur,20201116,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,(not set),Hanamkonda,20201227,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,(not set),Godhra,20210425,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,4th floor 47 ftg building 20th ave. cubao,Mandaluyong,20191219,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,airtel malawi network,Blantyre,20191006,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,airtel networks limited,Lagos,20191205,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,airtel networks limited,Lagos,20191205,Returning Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,airtel networks limited,Lagos,20191206,Returning Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,asian vision,Olongapo,20191109,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,bharti airtel limited,Bengaluru,20191109,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,bharti airtel limited,Mysuru,20190916,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,bharti airtel limited,Pune,20191126,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,bharti airtel limited,Pune,20200201,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,bharti airtel limited,Chennai,20200122,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,bharti airtel ltd,Pune,20191215,Returning Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,bharti airtel ltd 4th floor d building vega center shankarshet,Pune,20191215,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,bharti cellular limited,Mumbai,20191018,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,bharti cellular limited,Mumbai,20200128,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,bharti cellular limited,Mumbai,20200128,Returning Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,broadband multiplay project o o dgm bb noc bsnl bangalore,Chandigarh,20191107,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,comcast,Buffalo Grove,20191012,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,dialog axiata plc.,Colombo,20200129,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,digi telecommunications sdn bhd,Kuala Lumpur,20191021,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,excell media pvt ltd,(not set),20190923,Returning Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,fortinet technologies (canada),Montreal,20191125,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,globe telecom,Quezon City,20191110,Returning Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,globe telecom,Quezon City,20191114,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,globe telecom,Quezon City,20191211,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,globe telecom,Quezon City,20200202,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,google,(not set),20191104,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,google,(not set),20191126,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,google,(not set),20191204,New Visitor,00:00:00,0,66.67%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,gprs delhi mobile subscriber ip,Chennai,20191105,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,idea cellular limited,Pune,20191007,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,idea cellular limited,Pune,20200103,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,idea cellular limited,Indore,20191106,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,indusind media and communication ltd.,Bengaluru,20191114,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,maharaja sayajirao university vadodara,Vadodara,20191016,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,maruthi agencies,Prayagraj,20191118,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,maruthi agencies,Prayagraj,20191118,Returning Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,mobile telesystems jllc,Brest,20191211,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,mobilink telco south-2,Lahore,20190919,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,pakistan telecommuication company limited,Islamabad,20200130,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,reliance jio infocomm limited,Hyderabad,20190922,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,reliance jio infocomm limited,Hyderabad,20190923,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,reliance jio infocomm limited,Hyderabad,20191104,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,reliance jio infocomm limited,Ahmedabad,20191225,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,reliance jio infocomm limited,Bengaluru,20191104,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,reliance jio infocomm limited,Bengaluru,20191109,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,reliance jio infocomm limited,Kochi,20191211,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,reliance jio infocomm limited,Kochi,20191212,Returning Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,reliance jio infocomm limited,Mumbai,20191020,Returning Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,reliance jio infocomm limited,Mumbai,20191021,Returning Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,reliance jio infocomm limited,Mumbai,20191027,Returning Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,reliance jio infocomm limited,Mumbai,20191203,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,reliance jio infocomm limited,Pune,20190922,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,reliance jio infocomm limited,Pune,20191012,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,reliance jio infocomm limited,Pune,20191119,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,reliance jio infocomm limited,Pune,20191121,Returning Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,reliance jio infocomm limited,Pune,20191231,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,reliance jio infocomm limited,Chennai,20191101,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,reliance jio infocomm limited,Chennai,20200126,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,reliance jio infocomm limited,Chennai,20200204,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,reliance jio infocomm limited,Chennai,20200204,Returning Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,reliance jio infocomm limited,Lucknow,20190925,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,reliance jio infocomm limited,Lucknow,20191114,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,reliance jio infocomm limited,Lucknow,20191115,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,reliance jio infocomm limited,Lucknow,20191126,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,reliance jio infocomm limited,Agra,20191212,Returning Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,reliance jio infocomm limited,Agra,20200122,Returning Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,reliance jio infocomm limited,Delhi,20191105,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,safaricom (ke),Nairobi,20191113,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,singnet pte ltd,(not set),20191120,New Visitor,00:00:00,0,25.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,sky broadband,St Austell,20200202,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,smart broadband incorporated,Cebu City,20191110,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,smart broadband incorporated,Calamba,20191207,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,smart broadband incorporated,Dasmarinas,20191115,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,smile internet gold,Tel Aviv-Yafo,20191117,Returning Visitor,00:00:00,0,33.33%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,starhub internet pte ltd,(not set),20191120,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,starhub internet pte ltd,(not set),20191121,Returning Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,te data-new,Mansoura,20191212,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,telenor pakistan (pvt) ltd,Lahore,20190917,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,telstra,Sydney,20191105,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,this resource is assigned for emts nigeria s corporate use,Lagos,20190926,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,unitel llc,Tashkent,20191021,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,vidanet cabletelevision provider ltd.,Gyor,20191125,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,viettel group,Ho Chi Minh City,20191121,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,vocus pty ltd,(not set),20191128,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,vodacom (pty) ltd,Alberton,20191009,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,vodafone essar limited gprs service,New Delhi,20191112,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,vodafone india ltd.,New Delhi,20190928,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,vodafone india ltd.,Mumbai,20191105,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,vodafone india ltd.,Nagpur,20191011,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,vodafone india ltd.,Nagpur,20191021,New Visitor,00:00:00,0,100.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,vodafone india ltd.,Chennai,20200123,New Visitor,00:00:00,0,100.00%
Kumaran1987: Magic Square Box and others,(not set),Chennai,20200521,Returning Visitor,00:00:00,0,100.00%
Kumaran1987: Magic Square Box and others,(not set),Colombo,20210617,New Visitor,00:00:00,0,100.00%
Kumaran1987: Magic Square Box and others,(not set),Chicago,20210407,New Visitor,00:00:00,0,100.00%
Kumaran1987: Magic Square Box and others,(not set),Chicago,20210419,New Visitor,00:00:00,0,100.00%
Kumaran1987: Magic Square Box and others,(not set),Chicago,20210420,New Visitor,00:00:00,0,100.00%
Kumaran1987: Magic Square Box and others,(not set),Chicago,20210421,New Visitor,00:00:00,0,100.00%
Kumaran1987: Magic Square Box and others,(not set),Chicago,20210521,New Visitor,00:00:00,0,100.00%
Kumaran1987: Magic Square Box and others,(not set),Chicago,20210608,New Visitor,00:00:00,0,100.00%
Kumaran1987: Magic Square Box and others,bsnl gsm south zone o o de (vas) ivth floor haddows road telec,Bengaluru,20191103,New Visitor,00:00:00,0,100.00%
Kumaran1987: My Innovations,(not set),(not set),20200521,New Visitor,00:00:00,0,100.00%
Kumaran1987: My Innovations,(not set),(not set),20200916,New Visitor,00:00:00,0,100.00%
Kumaran1987: My Innovations,(not set),Chennai,20200520,Returning Visitor,00:00:00,0,100.00%
Kumaran1987: My Innovations,(not set),Chennai,20200523,Returning Visitor,00:00:00,0,100.00%
Kumaran1987: My Innovations,(not set),Chennai,20200606,New Visitor,00:00:00,0,100.00%
Kumaran1987: My Innovations,(not set),Chennai,20200613,Returning Visitor,00:00:00,0,100.00%
Kumaran1987: My Innovations,(not set),Chennai,20200614,Returning Visitor,00:00:00,0,100.00%
Kumaran1987: My Innovations,(not set),Chennai,20200618,Returning Visitor,00:00:00,0,100.00%
Kumaran1987: My Innovations,(not set),Chennai,20200624,Returning Visitor,00:00:00,0,100.00%
Kumaran1987: My Innovations,(not set),Chennai,20200625,Returning Visitor,00:00:00,0,100.00%
Kumaran1987: My Innovations,(not set),Chennai,20200726,Returning Visitor,00:00:00,0,100.00%
Kumaran1987: My Innovations,(not set),Chennai,20201003,Returning Visitor,00:00:00,0,100.00%
Kumaran1987: My Innovations,(not set),Chennai,20201012,Returning Visitor,00:00:00,0,100.00%
Kumaran1987: My Innovations,actfibernet,Bengaluru,20200107,New Visitor,00:00:00,0,100.00%
Kumaran1987: My Innovations,at&amp;t mobility llc,Ann Arbor,20200107,New Visitor,00:00:00,0,100.00%
Kumaran1987: My Innovations,bharti airtel limited,Bengaluru,20200108,Returning Visitor,00:00:00,0,100.00%
Kumaran1987: My Innovations,broadband multiplay project o o dgm bb noc bsnl bangalore,Nagercoil,20200107,New Visitor,00:00:00,0,100.00%
Kumaran1987: My Innovations,gandhinagar zone (dhcp),Bengaluru,20200102,New Visitor,00:00:00,0,100.00%
Kumaran1987: My Innovations,hathway cable and datacom limited,Bengaluru,20191213,Returning Visitor,00:00:00,0,100.00%
Kumaran1987: My Innovations,hathway cable and datacom limited,Bengaluru,20200107,Returning Visitor,00:00:00,0,100.00%
Kumaran1987: My Innovations,mtn sa,Sandton,20200107,New Visitor,00:00:00,0,100.00%
Kumaran1987: My Innovations,rogers communications canada inc.,Toronto,20200107,New Visitor,00:00:00,0,100.00%
Kumaran1987: My Innovations,tpg internet pty ltd.,Sydney,20200107,New Visitor,00:00:00,0,100.00%
Kumaran1987: mysql -u root -h localhost -p;,(not set),Chicago,20210504,New Visitor,00:00:00,0,100.00%
Kumaran1987: mysql -u root -h localhost -p;,(not set),Chicago,20210516,New Visitor,00:00:00,0,100.00%
Kumaran1987: mysql jdbc,(not set),Chicago,20210418,New Visitor,00:00:00,0,100.00%
Kumaran1987: October 2014,(not set),(not set),20200510,New Visitor,00:00:00,0,100.00%
Kumaran1987: Print and PrintPreview in C# Windows Application,(not set),Mendoza,20210618,New Visitor,00:00:00,0,100.00%
Kumaran1987: Print and PrintPreview in C# Windows Application,(not set),Thessaloniki,20210327,New Visitor,00:00:00,0,100.00%
Kumaran1987: Print and PrintPreview in C# Windows Application,pt. xl axiata tbk,Surabaya,20191122,New Visitor,00:00:00,0,100.00%
Kumaran1987: Problem Solving : Cryptarithmatic Problem 1 :Find the value of P from [ A L E * R U M = E R M P N E],(not set),(not set),20201012,New Visitor,00:00:00,0,100.00%
Kumaran1987: Problem Solving : Cryptarithmatic Problem 1 :Find the value of P from [ A L E * R U M = E R M P N E],(not set),Hyderabad,20210311,New Visitor,00:00:00,0,100.00%
Kumaran1987: Problem Solving : Cryptarithmatic Problem 1 :Find the value of P from [ A L E * R U M = E R M P N E],(not set),Hyderabad,20210319,New Visitor,00:00:00,0,100.00%
Kumaran1987: Problem Solving : Cryptarithmatic Problem 1 :Find the value of P from [ A L E * R U M = E R M P N E],(not set),Vijayawada,20210223,New Visitor,00:00:00,0,100.00%
Kumaran1987: Problem Solving : Cryptarithmatic Problem 1 :Find the value of P from [ A L E * R U M = E R M P N E],(not set),Lucknow,20210402,New Visitor,00:00:00,0,100.00%
Kumaran1987: Problem Solving : Cryptarithmatic Problem 1 :Find the value of P from [ A L E * R U M = E R M P N E],(not set),Busto Arsizio,20200417,New Visitor,00:00:00,0,100.00%
Kumaran1987: Problem Solving : Cryptarithmatic Problem 1 :Find the value of P from [ A L E * R U M = E R M P N E],(not set),Guntur,20210223,New Visitor,00:00:00,0,100.00%
Kumaran1987: Problem Solving : Cryptarithmatic Problem 1 :Find the value of P from [ A L E * R U M = E R M P N E],(not set),Sahibzada Ajit Singh Nagar,20201012,New Visitor,00:00:00,0,100.00%
Kumaran1987: Problem Solving : Cryptarithmatic Problem 1 :Find the value of P from [ A L E * R U M = E R M P N E],(not set),Najibabad,20210512,New Visitor,00:00:00,0,100.00%
Kumaran1987: Problem Solving : Permutation and combination Problem 1 : In how many ways can the letter of the word PROPORTION be arranged by taking 4 letters at a time?,(not set),(not set),20200419,New Visitor,00:00:00,0,50.00%
Kumaran1987: Problem Solving : Permutation and combination Problem 1 : In how many ways can the letter of the word PROPORTION be arranged by taking 4 letters at a time?,(not set),(not set),20200514,New Visitor,00:00:00,0,100.00%
Kumaran1987: Problem Solving : Permutation and combination Problem 1 : In how many ways can the letter of the word PROPORTION be arranged by taking 4 letters at a time?,(not set),Cairo,20210319,New Visitor,00:00:00,0,100.00%
Kumaran1987: Problem Solving : Permutation and combination Problem 1 : In how many ways can the letter of the word PROPORTION be arranged by taking 4 letters at a time?,(not set),Hyderabad,20200419,New Visitor,00:00:00,0,100.00%
Kumaran1987: Problem Solving : Permutation and combination Problem 1 : In how many ways can the letter of the word PROPORTION be arranged by taking 4 letters at a time?,(not set),Hyderabad,20200428,New Visitor,00:00:00,0,100.00%
Kumaran1987: Problem Solving : Permutation and combination Problem 1 : In how many ways can the letter of the word PROPORTION be arranged by taking 4 letters at a time?,(not set),Guwahati,20200627,New Visitor,00:00:00,0,100.00%
Kumaran1987: Problem Solving : Permutation and combination Problem 1 : In how many ways can the letter of the word PROPORTION be arranged by taking 4 letters at a time?,(not set),Patna,20200330,New Visitor,00:00:00,0,100.00%
